variant_id,source_variant_id,status
a4239221-999e-4f4b-adc9-b7036451f196,44160601653476,archived
a5b87d67-ee06-4f52-b330-91c564a66f1c,44160602800356,archived
133e58de-1bd6-423c-9792-966a0feecd86,44160606929124,archived
4373ccc1-25cf-487c-9b87-914f2ecad10e,44165281644772,archived
17ccbd1b-c545-4934-8638-1701d9746fc7,44172942541028,archived
bfc5fe34-82c2-40e7-8bbc-382226009454,44177142055140,archived
761d85fc-59c2-4037-87ad-4bf10cfe1015,44221629530340,archived
864572f9-da86-4c1e-b4ce-c6438de0926c,44221673373924,archived
9dfe85d3-fb37-4d16-834e-5a0e5c0bf13b,44224876413156,archived
63566461-a32e-4051-9735-c6b3397d7608,44224891781348,archived
ae48118d-b6e7-4145-bc58-c11f70fa124c,44240707584228,archived
87b9b8c1-6d1f-48f4-9d80-67691ff68a0f,44240739172580,archived
104515fd-4389-435f-953e-338102f281cf,44240834035940,archived
a027669b-01c8-45f2-a245-cbd4889bfb32,44241136943332,archived
c6e9c06a-ca3e-4fce-b2b1-79c54931dd3e,44241402265828,archived
b302f7fb-41dd-4db9-8f30-54f7260e2450,44241463116004,archived
08bf7edb-54a3-442b-9758-778ff4efbce2,44241581506788,archived
a6da9eea-ecbd-49b0-9b5a-752d7b784a5c,44457753313508,archived
1467d7a0-6b65-4764-b0eb-42436b5b8b3f,44457866789092,archived
36e50f9b-7c43-4246-8968-66c9e274cc72,44457874260196,archived
c67b9066-99d9-44d4-bb2e-813cd445f212,44483270344932,archived
c67290bd-3a13-4567-b799-42a1b7be6ece,44483302916324,archived
d9278cb6-42dd-442c-8a19-e167660a5501,44633314361572,archived
1f8d0db9-cb2a-4b48-aa71-6040dcea5e44,44688808968420,archived
912057d3-2fb7-4d3b-ad90-127198fef187,44688925458660,archived
71ad0db3-861f-4a92-a5ce-61011790d624,44760628887780,archived
3f4e5f73-57b9-4586-ae35-82e398b16d9b,44760665587940,archived
4c55846e-a447-4da5-9c1c-e507646d6d5d,44760686887140,archived
a16d90c8-8a58-4405-86fb-6c95c7bd7dd3,44760699666660,archived
9999a484-bd50-47f2-ba5c-bc00e27531bf,44817083891940,archived
a0ee7cbc-5282-4630-9f61-84ba25763b4f,44978891522276,archived
9ef1ce55-054c-4a09-8cdd-e72d07564f85,45145432850660,archived
2f575d7a-24ca-44c1-babd-d24644ba50a7,45343286591716,archived
ed28f42f-95e7-4927-8ea2-d3b86e29b9c9,45622554919140,archived
3c9c04c3-9002-4ac0-96f6-94ed131411de,45622602924260,archived
9a743f20-57ce-46c1-8dee-732f2e5024e7,45622639886564,archived
46c4a396-af2c-4273-b534-c399c9df4ec7,45622736290020,archived
6fe67502-5988-4cba-8fa8-94f0c79b7004,45659325858020,archived
54075b7c-cf40-440b-9d5f-0296971f6e3d,45659325890788,archived
818353d7-eea2-4490-af35-e9e1893778c1,46895316336868,archived
caa2fac5-2e67-4b8f-bce2-da4ca4782899,34778269352098,draft
532ca869-27e0-4a4b-bf09-806c1a369cce,34779058307234,draft
b3b916c0-6399-46d8-85b2-286ca1ae30f7,34779148419234,draft
815021c4-42e6-445d-a428-de3e7cee2880,34779148452002,draft
d0c8ee0e-d868-4164-b002-f93026411f52,36095734284450,draft
b80e05f8-fa86-4b40-bd6a-e34a90ee7a4d,39269558845602,draft
b6374ad6-3bb5-4cca-9303-cbe2ad204b74,39518754046114,draft
089190c9-69d3-48b5-b050-37204004c4e4,40159086280866,draft
c225c6cc-0fd9-4f83-9b64-37afe96853fc,40195140092066,draft
2bc10536-d4cf-4f55-aa71-d47af99b3b2a,40240870195362,draft
236ed317-f00b-4ef3-85fd-5ea19844b3ec,40240876191906,draft
ababb0e9-308d-4b60-a36c-101f2a7529ef,40240881598626,draft
d10c32d6-fcdc-4afa-9127-e04e40dedc78,42399054299364,draft
bcda2bce-7a9f-49e7-b89c-8c5c91830109,42399121866980,draft
f66f8ef1-f201-4247-9341-a60ade7e7e9c,42399362646244,draft
c4f07ef6-10b5-4671-9287-035c8745e2c5,42400248365284,draft
5f21900a-2528-4922-b2bf-e684879f805e,43373587333348,draft
3161cfcb-b93f-46a4-a184-cf117b3e10f5,43373588807908,draft
4e45b427-3900-44bc-be98-b5efe65e26b6,43854036140260,draft
87103fe8-2ab4-46aa-b871-f3fe2055332c,43896502255844,draft
233bea76-9df7-44a1-9f64-ed6fb8e069e7,43896507564260,draft
68af57fe-f36b-4bf9-b0e3-5150079df6ee,43896509497572,draft
b9460123-7b22-421f-8808-814dca27126d,44021279752420,draft
6ece4f05-f5af-442c-9995-ba6e8e0835c2,44163881664740,draft
715502bd-b3f3-47c6-9803-0db077e6032f,44163898835172,draft
af7bdea3-9245-4a12-bb96-6e294aec549f,44163948445924,draft
7c8d0cf2-72b6-40b4-bcd0-62300daf37bf,44165279809764,draft
36eb7c2b-9dce-41c6-99c1-55b179ae0a47,44172940771556,draft
a2feaeca-00f6-401b-8a6a-afa842958c51,44177994842340,draft
95be65fc-b24e-4d6b-b0f8-695ec8535e7d,44191662932196,draft
f220352f-a09d-4f00-ba45-cdd8ba430d67,44221705715940,draft
7420a933-bc1b-4362-a8b9-111c322ce815,44221788029156,draft
bba10536-83f3-4834-888b-7b704b78ec34,44241555259620,draft
8869fdd0-d614-41af-a29d-c8a4e31511b9,44245246083300,draft
48b571f6-770e-46c6-a5ff-1c14bdd2a845,44553835610340,draft
3acac810-71b1-405a-82ae-a2d3d20bedf6,44568442667236,draft
6c4d04c8-e317-49aa-83d3-cdd57e24e377,44713182462180,draft
ccd3a1ea-0178-4c3a-9d63-e1deb9d5f6d1,44722115412196,draft
504c8f80-bcdb-46b0-807d-317ed66cd23f,44722653069540,draft
36ad9721-45c4-4bf0-a682-b537e4c037da,44745681731812,draft
4e042dcf-609e-4601-a792-6f6abbb387a8,44745684680932,draft
f7b89ef9-8614-4f62-a57e-e12be6215d4c,44745749299428,draft
85d611d9-a243-4db8-a485-c6a9804eec09,45011297272036,draft
16b1ad2c-0f47-459e-834d-a2874f48fd4c,45110207250660,draft
f9416e4e-7685-4fb0-8f42-0123344081b0,45143268688100,draft
5ce342a6-534d-4c37-985f-0219def4c295,45143268720868,draft
921f283e-653e-46c3-a502-475b464bd2d1,45418257154276,draft
5cdb0a9f-fa00-4ad9-8b1a-a3f08bbb939e,45455241314532,draft
962f10d3-96f5-4ee1-b99a-974a110e80a2,45455277064420,draft
31dd6318-92d0-4647-9467-f0ef3f8486d1,45455420457188,draft
231149a9-10a8-4a50-970b-0c577e80b5e9,45467237482724,draft
c8e611dc-d9b8-472f-a9e4-942f92a39ecf,45468513861860,draft
e286b510-b377-428d-8f34-e0d03735307b,45523395969252,draft
bba70e88-7efc-4fc8-ad65-613bd91d7041,45523901448420,draft
f59eb665-1444-4574-a3d1-41223dd5b2b2,45523941884132,draft
71b1b989-f014-4a2d-b645-168ee2cb3130,45523960627428,draft
